"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"87965","Washington","334111","Electronic computer manufacturing","93"
"87967","Washington","334118","Computer terminal and other computer peripheral equipment manufacturing","305"
"87972","Washington","334220","Radio and television broadcasting and wireless communications equipment manufacturing","594"
"87977","Washington","334310","Audio and video equipment manufacturing","59"
"87980","Washington","334412","Bare printed circuit board manufacturing","268"
"87981","Washington","334413","Semiconductor and related device manufacturing","2831"
"87982","Washington","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","121"
"87984","Washington","334418","Printed circuit assembly (electronic assembly) manufacturing","844"
"87988","Washington","334510","Electromedical and electrotherapeutic apparatus manufacturing","3574"
"87989","Washington","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","939"
"87991","Washington","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","2022"
"87992","Washington","334514","Totalizing fluid meter and counting device manufacturing","67"
"87993","Washington","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","1146"
"87996","Washington","334519","Other measuring and controlling device manufacturing","559"
"88007","Washington","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","46"
"88017","Washington","335314","Relay and industrial control manufacturing","515"
"88039","Washington","336211","Motor vehicle body manufacturing","403"
"88040","Washington","336212","Truck trailer manufacturing","89"
"88051","Washington","336350","Motor vehicle transmission and power train parts manufacturing","45"
"88057","Washington","336390","Other motor vehicle parts manufacturing","1528"
"88061","Washington","336412","Aircraft engine and engine parts manufacturing","362"
"88062","Washington","336413","Other aircraft parts and auxiliary equipment manufacturing","14038"
"88070","Washington","336611","Ship building and repairing","3829"
"88100","Washington","339112","Surgical and medical instrument manufacturing","808"
"88101","Washington","339113","Surgical appliance and supplies manufacturing","1233"
"88471","Washington","483113","Coastal and great lakes freight transportation","1557"
"88476","Washington","483212","Inland water passenger transportation","58"
"88480","Washington","484110","General freight trucking, local","4632"
"88482","Washington","484121","General freight trucking, long-distance, truckload","8296"
"88498","Washington","485210","Interurban and rural bus transportation","187"
"88517","Washington","486110","Pipeline transportation of crude oil","138"
"88546","Washington","488310","Port and harbor operations","1509"
"88649","Washington","518210","Data processing, hosting, and related services","12434"
"88657","Washington","519130","Internet publishing and broadcasting and web search portals","5364"
"88818","Washington","541370","Surveying and mapping (except geophysical) services","921"
"88820","Washington","541380","Testing laboratories","2226"
"89018","Washington","621111","Offices of physicians (except mental health specialists)","42534"
"89022","Washington","621210","Offices of dentists","25694"
"89027","Washington","621320","Offices of optometrists","2785"
"89033","Washington","621391","Offices of podiatrists","589"
"89599","West Virginia","325211","Plastics material and resin manufacturing","1677"
"89692","West Virginia","331221","Rolled steel shape manufacturing","69"
"89697","West Virginia","331315","Aluminum sheet, plate, and foil manufacturing","1251"
"89735","West Virginia","332420","Metal tank (heavy gauge) manufacturing","50"
"89754","West Virginia","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","756"
"89755","West Virginia","332813","Electroplating, plating, polishing, anodizing, and coloring","412"
"89769","West Virginia","333131","Mining machinery and equipment manufacturing","1471"
"89813","West Virginia","334418","Printed circuit assembly (electronic assembly) manufacturing","163"
"89833","West Virginia","335312","Motor and generator manufacturing","153"
"89849","West Virginia","336211","Motor vehicle body manufacturing","116"
"90259","West Virginia","484110","General freight trucking, local","1178"
"90323","West Virginia","488320","Marine cargo handling","21"
"90402","West Virginia","518210","Data processing, hosting, and related services","672"
"90563","West Virginia","541370","Surveying and mapping (except geophysical) services","351"
"90565","West Virginia","541380","Testing laboratories","937"
"90753","West Virginia","621111","Offices of physicians (except mental health specialists)","12678"
"90757","West Virginia","621210","Offices of dentists","3867"
"90762","West Virginia","621320","Offices of optometrists","733"
"90768","West Virginia","621391","Offices of podiatrists","152"
"90795","West Virginia","622110","General medical and surgical hospitals","47431"
"91089","Wisconsin","221111","Hydroelectric power generation","220"
"91400","Wisconsin","325211","Plastics material and resin manufacturing","1682"
"91413","Wisconsin","325411","Medicinal and botanical manufacturing","402"
"91446","Wisconsin","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","519"
"91506","Wisconsin","331210","Iron and steel pipe and tube manufacturing from purchased steel","1142"
"91508","Wisconsin","331221","Rolled steel shape manufacturing","133"
"91509","Wisconsin","331222","Steel wire drawing","298"
"91525","Wisconsin","331511","Iron foundries","6966"
"91527","Wisconsin","331513","Steel foundries (except investment)","1697"
"91529","Wisconsin","331523","Nonferrous metal die-casting foundries","2802"
"91530","Wisconsin","331524","Aluminum foundries (except die-casting)","1433"
"91531","Wisconsin","331529","Other nonferrous metal foundries (except die-casting)","341"
"91535","Wisconsin","332111","Iron and steel forging","1968"
"91537","Wisconsin","332114","Custom roll forming","762"
"91538","Wisconsin","332117","Powder metallurgy part manufacturing","656"
"91557","Wisconsin","332420","Metal tank (heavy gauge) manufacturing","2536"
"91563","Wisconsin","332510","Hardware manufacturing","1267"
"91573","Wisconsin","332722","Bolt, nut, screw, rivet, and washer manufacturing","789"
"91577","Wisconsin","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","3648"
"91578","Wisconsin","332813","Electroplating, plating, polishing, anodizing, and coloring","2120"
"91586","Wisconsin","332991","Ball and roller bearing manufacturing","364"
"91589","Wisconsin","332994","Small arms, ordnance, and ordnance accessories manufacturing","382"
"91619","Wisconsin","333511","Industrial mold manufacturing","2391"
"91620","Wisconsin","333514","Special die and tool, die set, jig, and fixture manufacturing","2289"
"91621","Wisconsin","333515","Cutting tool and machine tool accessory manufacturing","1277"
"91623","Wisconsin","333519","Rolling mill and other metalworking machinery manufacturing","221"
"91627","Wisconsin","333612","Speed changer, industrial high-speed drive, and gear manufacturing","2408"
"91628","Wisconsin","333613","Mechanical power transmission equipment manufacturing","1365"
"91632","Wisconsin","333911","Pump and pumping equipment manufacturing","1942"
"91633","Wisconsin","333912","Air and gas compressor manufacturing","548"
"91652","Wisconsin","334111","Electronic computer manufacturing","1369"
"91654","Wisconsin","334118","Computer terminal and other computer peripheral equipment manufacturing","881"
"91664","Wisconsin","334310","Audio and video equipment manufacturing","122"
"91667","Wisconsin","334412","Bare printed circuit board manufacturing","1942"
"91668","Wisconsin","334413","Semiconductor and related device manufacturing","68"
"91669","Wisconsin","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","452"
"91670","Wisconsin","334418","Printed circuit assembly (electronic assembly) manufacturing","2371"
"91677","Wisconsin","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","505"
"91679","Wisconsin","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","368"
"91682","Wisconsin","334519","Other measuring and controlling device manufacturing","191"
"91691","Wisconsin","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","1431"
"91702","Wisconsin","335311","Power, distribution, and specialty transformer manufacturing","1419"
"91705","Wisconsin","335314","Relay and industrial control manufacturing","4624"
"91727","Wisconsin","336211","Motor vehicle body manufacturing","1765"
"91735","Wisconsin","336320","Motor vehicle electrical and electronic equipment manufacturing","1293"
